Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"SCL","Supply Utilization Accounts","58","Ecuador","5113","Opening stocks","661","Cocoa, beans","2018","2018","tonnes","0","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","58","Ecuador","5510","Production","661","Cocoa, beans","2014","2014","tonnes","156216","","Official data"
"SCL","Supply Utilization Accounts","58","Ecuador","5510","Production","661","Cocoa, beans","2015","2015","tonnes","180192","","Official data"
"SCL","Supply Utilization Accounts","58","Ecuador","5510","Production","661","Cocoa, beans","2016","2016","tonnes","177551","","Official data"
"SCL","Supply Utilization Accounts","58","Ecuador","5510","Production","661","Cocoa, beans","2017","2017","tonnes","205955","","Official data"
"SCL","Supply Utilization Accounts","58","Ecuador","5510","Production","661","Cocoa, beans","2018","2018","tonnes","235182","","Official data"
"SCL","Supply Utilization Accounts","58","Ecuador","5610","Import Quantity","661","Cocoa, beans","2015","2015","tonnes","1","","Official data"
"SCL","Supply Utilization Accounts","58","Ecuador","5610","Import Quantity","661","Cocoa, beans","2016","2016","tonnes","30","","Official data"
"SCL","Supply Utilization Accounts","58","Ecuador","5610","Import Quantity","661","Cocoa, beans","2017","2017","tonnes","60","","Official data"
"SCL","Supply Utilization Accounts","58","Ecuador","5610","Import Quantity","661","Cocoa, beans","2018","2018","tonnes","60","","Official data"
"SCL","Supply Utilization Accounts","58","Ecuador","5071","Stock Variation","661","Cocoa, beans","2014","2014","tonnes","0","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","58","Ecuador","5071","Stock Variation","661","Cocoa, beans","2015","2015","tonnes","0","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","58","Ecuador","5071","Stock Variation","661","Cocoa, beans","2016","2016","tonnes","0","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","58","Ecuador","5071","Stock Variation","661","Cocoa, beans","2017","2017","tonnes","0","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","58","Ecuador","5071","Stock Variation","661","Cocoa, beans","2018","2018","tonnes","0","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","58","Ecuador","5910","Export Quantity","661","Cocoa, beans","2014","2014","tonnes","198890","","Official data"
"SCL","Supply Utilization Accounts","58","Ecuador","5910","Export Quantity","661","Cocoa, beans","2015","2015","tonnes","236072","","Official data"
"SCL","Supply Utilization Accounts","58","Ecuador","5910","Export Quantity","661","Cocoa, beans","2016","2016","tonnes","227214","","Official data"
"SCL","Supply Utilization Accounts","58","Ecuador","5910","Export Quantity","661","Cocoa, beans","2017","2017","tonnes","284546","","Official data"
"SCL","Supply Utilization Accounts","58","Ecuador","5910","Export Quantity","661","Cocoa, beans","2018","2018","tonnes","294063","","Official data"
"SCL","Supply Utilization Accounts","58","Ecuador","5016","Loss","661","Cocoa, beans","2014","2014","tonnes","9049","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","58","Ecuador","5016","Loss","661","Cocoa, beans","2015","2015","tonnes","10438","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","58","Ecuador","5016","Loss","661","Cocoa, beans","2016","2016","tonnes","10285","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","58","Ecuador","5016","Loss","661","Cocoa, beans","2017","2017","tonnes","11931","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","58","Ecuador","5016","Loss","661","Cocoa, beans","2018","2018","tonnes","2465","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","58","Ecuador","5023","Processed","661","Cocoa, beans","2014","2014","tonnes","0","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","58","Ecuador","5023","Processed","661","Cocoa, beans","2015","2015","tonnes","0","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","58","Ecuador","5023","Processed","661","Cocoa, beans","2016","2016","tonnes","0","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","58","Ecuador","5023","Processed","661","Cocoa, beans","2017","2017","tonnes","0","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","58","Ecuador","5023","Processed","661","Cocoa, beans","2018","2018","tonnes","0","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","58","Ecuador","5166","Residuals","661","Cocoa, beans","2014","2014","tonnes","-51723","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","58","Ecuador","5166","Residuals","661","Cocoa, beans","2015","2015","tonnes","-66318","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","58","Ecuador","5166","Residuals","661","Cocoa, beans","2016","2016","tonnes","-59918","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","58","Ecuador","5166","Residuals","661","Cocoa, beans","2017","2017","tonnes","-90462","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","58","Ecuador","5166","Residuals","661","Cocoa, beans","2018","2018","tonnes","-61286","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","59","Egypt","5113","Opening stocks","661","Cocoa, beans","2014","2014","tonnes","0","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","59","Egypt","5113","Opening stocks","661","Cocoa, beans","2015","2015","tonnes","0","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","59","Egypt","5113","Opening stocks","661","Cocoa, beans","2016","2016","tonnes","0","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","59","Egypt","5113","Opening stocks","661","Cocoa, beans","2017","2017","tonnes","0","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","59","Egypt","5113","Opening stocks","661","Cocoa, beans","2018","2018","tonnes","0","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","59","Egypt","5610","Import Quantity","661","Cocoa, beans","2015","2015","tonnes","0","*","Unofficial figure"
"SCL","Supply Utilization Accounts","59","Egypt","5610","Import Quantity","661","Cocoa, beans","2018","2018","tonnes","0","","Official data"
"SCL","Supply Utilization Accounts","59","Egypt","5071","Stock Variation","661","Cocoa, beans","2014","2014","tonnes","0","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","59","Egypt","5071","Stock Variation","661","Cocoa, beans","2015","2015","tonnes","0","F","FAO estimate"
"SCL","Supply Utilization Accounts","59","Egypt","5071","Stock Variation","661","Cocoa, beans","2016","2016","tonnes","0","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","59","Egypt","5071","Stock Variation","661","Cocoa, beans","2017","2017","tonnes","0","F","FAO estimate"
"SCL","Supply Utilization Accounts","59","Egypt","5071","Stock Variation","661","Cocoa, beans","2018","2018","tonnes","0","F","FAO estimate"
"SCL","Supply Utilization Accounts","59","Egypt","5910","Export Quantity","661","Cocoa, beans","2014","2014","tonnes","1","X","International reliable sources"
"SCL","Supply Utilization Accounts","59","Egypt","5910","Export Quantity","661","Cocoa, beans","2016","2016","tonnes","10","*","Unofficial figure"
"SCL","Supply Utilization Accounts","59","Egypt","5023","Processed","661","Cocoa, beans","2014","2014","tonnes","0","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","59","Egypt","5023","Processed","661","Cocoa, beans","2015","2015","tonnes","0","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","59","Egypt","5023","Processed","661","Cocoa, beans","2016","2016","tonnes","0","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","59","Egypt","5023","Processed","661","Cocoa, beans","2017","2017","tonnes","0","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","59","Egypt","5023","Processed","661","Cocoa, beans","2018","2018","tonnes","0","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","59","Egypt","5166","Residuals","661","Cocoa, beans","2014","2014","tonnes","-1","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","59","Egypt","5166","Residuals","661","Cocoa, beans","2015","2015","tonnes","0","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","59","Egypt","5166","Residuals","661","Cocoa, beans","2016","2016","tonnes","-10","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","59","Egypt","5166","Residuals","661","Cocoa, beans","2017","2017","tonnes","0","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","59","Egypt","5166","Residuals","661","Cocoa, beans","2018","2018","tonnes","0","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","60","El Salvador","5113","Opening stocks","661","Cocoa, beans","2014","2014","tonnes","197","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","60","El Salvador","5113","Opening stocks","661","Cocoa, beans","2015","2015","tonnes","197","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","60","El Salvador","5113","Opening stocks","661","Cocoa, beans","2016","2016","tonnes","197","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","60","El Salvador","5113","Opening stocks","661","Cocoa, beans","2017","2017","tonnes","197","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","60","El Salvador","5113","Opening stocks","661","Cocoa, beans","2018","2018","tonnes","197","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","60","El Salvador","5510","Production","661","Cocoa, beans","2014","2014","tonnes","366","","Official data"
"SCL","Supply Utilization Accounts","60","El Salvador","5510","Production","661","Cocoa, beans","2015","2015","tonnes","363","","Official data"
"SCL","Supply Utilization Accounts","60","El Salvador","5510","Production","661","Cocoa, beans","2016","2016","tonnes","364","","Official data"
"SCL","Supply Utilization Accounts","60","El Salvador","5510","Production","661","Cocoa, beans","2017","2017","tonnes","350","","Official data"
"SCL","Supply Utilization Accounts","60","El Salvador","5510","Production","661","Cocoa, beans","2018","2018","tonnes","189","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","60","El Salvador","5610","Import Quantity","661","Cocoa, beans","2014","2014","tonnes","876","","Official data"
"SCL","Supply Utilization Accounts","60","El Salvador","5610","Import Quantity","661","Cocoa, beans","2015","2015","tonnes","870","","Official data"
"SCL","Supply Utilization Accounts","60","El Salvador","5610","Import Quantity","661","Cocoa, beans","2016","2016","tonnes","874","","Official data"
"SCL","Supply Utilization Accounts","60","El Salvador","5610","Import Quantity","661","Cocoa, beans","2017","2017","tonnes","945","","Official data"
"SCL","Supply Utilization Accounts","60","El Salvador","5610","Import Quantity","661","Cocoa, beans","2018","2018","tonnes","1010","","Official data"
"SCL","Supply Utilization Accounts","60","El Salvador","5071","Stock Variation","661","Cocoa, beans","2014","2014","tonnes","0","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","60","El Salvador","5071","Stock Variation","661","Cocoa, beans","2015","2015","tonnes","0","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","60","El Salvador","5071","Stock Variation","661","Cocoa, beans","2016","2016","tonnes","0","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","60","El Salvador","5071","Stock Variation","661","Cocoa, beans","2017","2017","tonnes","0","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","60","El Salvador","5071","Stock Variation","661","Cocoa, beans","2018","2018","tonnes","0","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","60","El Salvador","5910","Export Quantity","661","Cocoa, beans","2014","2014","tonnes","7","","Official data"
"SCL","Supply Utilization Accounts","60","El Salvador","5910","Export Quantity","661","Cocoa, beans","2015","2015","tonnes","29","","Official data"
"SCL","Supply Utilization Accounts","60","El Salvador","5910","Export Quantity","661","Cocoa, beans","2016","2016","tonnes","9","","Official data"
"SCL","Supply Utilization Accounts","60","El Salvador","5910","Export Quantity","661","Cocoa, beans","2017","2017","tonnes","11","","Official data"
"SCL","Supply Utilization Accounts","60","El Salvador","5910","Export Quantity","661","Cocoa, beans","2018","2018","tonnes","8","","Official data"
"SCL","Supply Utilization Accounts","60","El Salvador","5016","Loss","661","Cocoa, beans","2014","2014","tonnes","10","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","60","El Salvador","5016","Loss","661","Cocoa, beans","2015","2015","tonnes","10","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","60","El Salvador","5016","Loss","661","Cocoa, beans","2016","2016","tonnes","10","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","60","El Salvador","5016","Loss","661","Cocoa, beans","2017","2017","tonnes","9","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","60","El Salvador","5016","Loss","661","Cocoa, beans","2018","2018","tonnes","5","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","60","El Salvador","5023","Processed","661","Cocoa, beans","2014","2014","tonnes","1225","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","60","El Salvador","5023","Processed","661","Cocoa, beans","2015","2015","tonnes","1195","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","60","El Salvador","5023","Processed","661","Cocoa, beans","2016","2016","tonnes","1219","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","60","El Salvador","5023","Processed","661","Cocoa, beans","2017","2017","tonnes","1275","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","60","El Salvador","5023","Processed","661","Cocoa, beans","2018","2018","tonnes","1186","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","60","El Salvador","5166","Residuals","661","Cocoa, beans","2014","2014","tonnes","0","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","60","El Salvador","5166","Residuals","661","Cocoa, beans","2015","2015","tonnes","0","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","60","El Salvador","5166","Residuals","661","Cocoa, beans","2016","2016","tonnes","0","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","60","El Salvador","5166","Residuals","661","Cocoa, beans","2017","2017","tonnes","0","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","60","El Salvador","5166","Residuals","661","Cocoa, beans","2018","2018","tonnes","0","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","63","Estonia","5113","Opening stocks","661","Cocoa, beans","2014","2014","tonnes","8000","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","63","Estonia","5113","Opening stocks","661","Cocoa, beans","2015","2015","tonnes","2213","F","FAO estimate"
"SCL","Supply Utilization Accounts","63","Estonia","5113","Opening stocks","661","Cocoa, beans","2016","2016","tonnes","0","F","FAO estimate"
"SCL","Supply Utilization Accounts","63","Estonia","5113","Opening stocks","661","Cocoa, beans","2017","2017","tonnes","0","F","FAO estimate"
"SCL","Supply Utilization Accounts","63","Estonia","5113","Opening stocks","661","Cocoa, beans","2018","2018","tonnes","0","F","FAO estimate"
"SCL","Supply Utilization Accounts","63","Estonia","5610","Import Quantity","661","Cocoa, beans","2014","2014","tonnes","236","","Official data"
"SCL","Supply Utilization Accounts","63","Estonia","5610","Import Quantity","661","Cocoa, beans","2015","2015","tonnes","75","","Official data"
"SCL","Supply Utilization Accounts","63","Estonia","5610","Import Quantity","661","Cocoa, beans","2016","2016","tonnes","1708","","Official data"
"SCL","Supply Utilization Accounts","63","Estonia","5610","Import Quantity","661","Cocoa, beans","2017","2017","tonnes","1028","","Official data"
"SCL","Supply Utilization Accounts","63","Estonia","5610","Import Quantity","661","Cocoa, beans","2018","2018","tonnes","2248","","Official data"
"SCL","Supply Utilization Accounts","63","Estonia","5071","Stock Variation","661","Cocoa, beans","2014","2014","tonnes","-5787","F","FAO estimate"
"SCL","Supply Utilization Accounts","63","Estonia","5071","Stock Variation","661","Cocoa, beans","2015","2015","tonnes","-2213","F","FAO estimate"
"SCL","Supply Utilization Accounts","63","Estonia","5071","Stock Variation","661","Cocoa, beans","2016","2016","tonnes","0","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","63","Estonia","5071","Stock Variation","661","Cocoa, beans","2017","2017","tonnes","0","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","63","Estonia","5071","Stock Variation","661","Cocoa, beans","2018","2018","tonnes","0","F","FAO estimate"
"SCL","Supply Utilization Accounts","63","Estonia","5910","Export Quantity","661","Cocoa, beans","2014","2014","tonnes","1566","","Official data"
"SCL","Supply Utilization Accounts","63","Estonia","5910","Export Quantity","661","Cocoa, beans","2015","2015","tonnes","1575","","Official data"
"SCL","Supply Utilization Accounts","63","Estonia","5910","Export Quantity","661","Cocoa, beans","2016","2016","tonnes","2307","","Official data"
"SCL","Supply Utilization Accounts","63","Estonia","5910","Export Quantity","661","Cocoa, beans","2017","2017","tonnes","1397","","Official data"
"SCL","Supply Utilization Accounts","63","Estonia","5910","Export Quantity","661","Cocoa, beans","2018","2018","tonnes","1066","","Official data"
"SCL","Supply Utilization Accounts","63","Estonia","5023","Processed","661","Cocoa, beans","2014","2014","tonnes","4457","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","63","Estonia","5023","Processed","661","Cocoa, beans","2015","2015","tonnes","713","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","63","Estonia","5023","Processed","661","Cocoa, beans","2016","2016","tonnes","0","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","63","Estonia","5023","Processed","661","Cocoa, beans","2017","2017","tonnes","0","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","63","Estonia","5023","Processed","661","Cocoa, beans","2018","2018","tonnes","1181","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","63","Estonia","5166","Residuals","661","Cocoa, beans","2014","2014","tonnes","0","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","63","Estonia","5166","Residuals","661","Cocoa, beans","2015","2015","tonnes","0","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","63","Estonia","5166","Residuals","661","Cocoa, beans","2016","2016","tonnes","-599","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","63","Estonia","5166","Residuals","661","Cocoa, beans","2017","2017","tonnes","-369","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","63","Estonia","5166","Residuals","661","Cocoa, beans","2018","2018","tonnes","0","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","209","Eswatini","5113","Opening stocks","661","Cocoa, beans","2014","2014","tonnes","0","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","209","Eswatini","5113","Opening stocks","661","Cocoa, beans","2015","2015","tonnes","0","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","209","Eswatini","5113","Opening stocks","661","Cocoa, beans","2016","2016","tonnes","82","F","FAO estimate"
"SCL","Supply Utilization Accounts","209","Eswatini","5113","Opening stocks","661","Cocoa, beans","2017","2017","tonnes","271","F","FAO estimate"
"SCL","Supply Utilization Accounts","209","Eswatini","5113","Opening stocks","661","Cocoa, beans","2018","2018","tonnes","271","F","FAO estimate"
"SCL","Supply Utilization Accounts","209","Eswatini","5610","Import Quantity","661","Cocoa, beans","2014","2014","tonnes","0","*","Unofficial figure"
"SCL","Supply Utilization Accounts","209","Eswatini","5610","Import Quantity","661","Cocoa, beans","2015","2015","tonnes","82","*","Unofficial figure"
"SCL","Supply Utilization Accounts","209","Eswatini","5610","Import Quantity","661","Cocoa, beans","2016","2016","tonnes","189","","Official data"
"SCL","Supply Utilization Accounts","209","Eswatini","5610","Import Quantity","661","Cocoa, beans","2017","2017","tonnes","34","","Official data"
"SCL","Supply Utilization Accounts","209","Eswatini","5071","Stock Variation","661","Cocoa, beans","2014","2014","tonnes","0","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","209","Eswatini","5071","Stock Variation","661","Cocoa, beans","2015","2015","tonnes","82","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","209","Eswatini","5071","Stock Variation","661","Cocoa, beans","2016","2016","tonnes","189","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","209","Eswatini","5071","Stock Variation","661","Cocoa, beans","2017","2017","tonnes","0","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","209","Eswatini","5071","Stock Variation","661","Cocoa, beans","2018","2018","tonnes","-34","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","209","Eswatini","5910","Export Quantity","661","Cocoa, beans","2018","2018","tonnes","34","*","Unofficial figure"
"SCL","Supply Utilization Accounts","209","Eswatini","5166","Residuals","661","Cocoa, beans","2014","2014","tonnes","0","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","209","Eswatini","5166","Residuals","661","Cocoa, beans","2015","2015","tonnes","0","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","209","Eswatini","5166","Residuals","661","Cocoa, beans","2016","2016","tonnes","0","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","209","Eswatini","5166","Residuals","661","Cocoa, beans","2017","2017","tonnes","0","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","209","Eswatini","5141","Food supply quantity (tonnes)","661","Cocoa, beans","2017","2017","tonnes","34","F","FAO estimate"
"SCL","Supply Utilization Accounts","209","Eswatini","664","Food supply (kcal/capita/day)","661","Cocoa, beans","2017","2017","kcal/capita/day","0","Fc","Calculated data"
"SCL","Supply Utilization Accounts","238","Ethiopia","5113","Opening stocks","661","Cocoa, beans","2014","2014","tonnes","0","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","238","Ethiopia","5113","Opening stocks","661","Cocoa, beans","2015","2015","tonnes","0","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","238","Ethiopia","5113","Opening stocks","661","Cocoa, beans","2016","2016","tonnes","0","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","238","Ethiopia","5113","Opening stocks","661","Cocoa, beans","2017","2017","tonnes","0","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","238","Ethiopia","5113","Opening stocks","661","Cocoa, beans","2018","2018","tonnes","0","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","238","Ethiopia","5610","Import Quantity","661","Cocoa, beans","2014","2014","tonnes","0","","Official data"
"SCL","Supply Utilization Accounts","238","Ethiopia","5610","Import Quantity","661","Cocoa, beans","2016","2016","tonnes","0","","Official data"
"SCL","Supply Utilization Accounts","238","Ethiopia","5071","Stock Variation","661","Cocoa, beans","2014","2014","tonnes","0","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","238","Ethiopia","5071","Stock Variation","661","Cocoa, beans","2015","2015","tonnes","0","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","238","Ethiopia","5071","Stock Variation","661","Cocoa, beans","2016","2016","tonnes","0","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","238","Ethiopia","5071","Stock Variation","661","Cocoa, beans","2017","2017","tonnes","0","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","238","Ethiopia","5071","Stock Variation","661","Cocoa, beans","2018","2018","tonnes","0","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","238","Ethiopia","5910","Export Quantity","661","Cocoa, beans","2017","2017","tonnes","11","X","International reliable sources"
"SCL","Supply Utilization Accounts","238","Ethiopia","5166","Residuals","661","Cocoa, beans","2014","2014","tonnes","0","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","238","Ethiopia","5166","Residuals","661","Cocoa, beans","2015","2015","tonnes","0","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","238","Ethiopia","5166","Residuals","661","Cocoa, beans","2016","2016","tonnes","0","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","238","Ethiopia","5166","Residuals","661","Cocoa, beans","2017","2017","tonnes","-11","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","238","Ethiopia","5166","Residuals","661","Cocoa, beans","2018","2018","tonnes","0","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","66","Fiji","5113","Opening stocks","661","Cocoa, beans","2014","2014","tonnes","4","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","66","Fiji","5113","Opening stocks","661","Cocoa, beans","2015","2015","tonnes","4","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","66","Fiji","5113","Opening stocks","661","Cocoa, beans","2016","2016","tonnes","9","F","FAO estimate"
"SCL","Supply Utilization Accounts","66","Fiji","5113","Opening stocks","661","Cocoa, beans","2017","2017","tonnes","7","F","FAO estimate"
"SCL","Supply Utilization Accounts","66","Fiji","5113","Opening stocks","661","Cocoa, beans","2018","2018","tonnes","7","F","FAO estimate"
"SCL","Supply Utilization Accounts","66","Fiji","5510","Production","661","Cocoa, beans","2014","2014","tonnes","9","","Official data"
"SCL","Supply Utilization Accounts","66","Fiji","5510","Production","661","Cocoa, beans","2015","2015","tonnes","7","","Official data"
"SCL","Supply Utilization Accounts","66","Fiji","5510","Production","661","Cocoa, beans","2016","2016","tonnes","3","","Official data"
"SCL","Supply Utilization Accounts","66","Fiji","5510","Production","661","Cocoa, beans","2017","2017","tonnes","12","","Official data"
"SCL","Supply Utilization Accounts","66","Fiji","5510","Production","661","Cocoa, beans","2018","2018","tonnes","16","","Official data"
"SCL","Supply Utilization Accounts","66","Fiji","5610","Import Quantity","661","Cocoa, beans","2014","2014","tonnes","1","","Official data"
"SCL","Supply Utilization Accounts","66","Fiji","5610","Import Quantity","661","Cocoa, beans","2015","2015","tonnes","1","","Official data"
"SCL","Supply Utilization Accounts","66","Fiji","5610","Import Quantity","661","Cocoa, beans","2017","2017","tonnes","1","","Official data"
"SCL","Supply Utilization Accounts","66","Fiji","5610","Import Quantity","661","Cocoa, beans","2018","2018","tonnes","1","","Official data"
"SCL","Supply Utilization Accounts","66","Fiji","5071","Stock Variation","661","Cocoa, beans","2014","2014","tonnes","0","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","66","Fiji","5071","Stock Variation","661","Cocoa, beans","2015","2015","tonnes","5","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","66","Fiji","5071","Stock Variation","661","Cocoa, beans","2016","2016","tonnes","-2","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","66","Fiji","5071","Stock Variation","661","Cocoa, beans","2017","2017","tonnes","0","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","66","Fiji","5071","Stock Variation","661","Cocoa, beans","2018","2018","tonnes","8","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","66","Fiji","5910","Export Quantity","661","Cocoa, beans","2014","2014","tonnes","9","","Official data"
"SCL","Supply Utilization Accounts","66","Fiji","5910","Export Quantity","661","Cocoa, beans","2015","2015","tonnes","3","","Official data"
"SCL","Supply Utilization Accounts","66","Fiji","5910","Export Quantity","661","Cocoa, beans","2016","2016","tonnes","5","","Official data"
"SCL","Supply Utilization Accounts","66","Fiji","5910","Export Quantity","661","Cocoa, beans","2017","2017","tonnes","10","","Official data"
"SCL","Supply Utilization Accounts","66","Fiji","5910","Export Quantity","661","Cocoa, beans","2018","2018","tonnes","8","","Official data"
"SCL","Supply Utilization Accounts","66","Fiji","5166","Residuals","661","Cocoa, beans","2014","2014","tonnes","0","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","66","Fiji","5166","Residuals","661","Cocoa, beans","2015","2015","tonnes","0","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","66","Fiji","5166","Residuals","661","Cocoa, beans","2016","2016","tonnes","0","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","66","Fiji","5166","Residuals","661","Cocoa, beans","2017","2017","tonnes","0","Im","FAO data based on imputation methodology"
