Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","152","Gross Production Value (constant 2014-2016 thousand I$)","661","Cocoa, beans","1989","1989","1000 Int. $","5268","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","152","Gross Production Value (constant 2014-2016 thousand I$)","661","Cocoa, beans","1990","1990","1000 Int. $","5284","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","152","Gross Production Value (constant 2014-2016 thousand I$)","661","Cocoa, beans","1991","1991","1000 Int. $","5321","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","152","Gross Production Value (constant 2014-2016 thousand I$)","661","Cocoa, beans","1992","1992","1000 Int. $","5217","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","152","Gross Production Value (constant 2014-2016 thousand I$)","661","Cocoa, beans","1993","1993","1000 Int. $","5459","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","152","Gross Production Value (constant 2014-2016 thousand I$)","661","Cocoa, beans","1994","1994","1000 Int. $","5540","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","152","Gross Production Value (constant 2014-2016 thousand I$)","661","Cocoa, beans","1995","1995","1000 Int. $","5665","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","152","Gross Production Value (constant 2014-2016 thousand I$)","661","Cocoa, beans","1996","1996","1000 Int. $","5680","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","152","Gross Production Value (constant 2014-2016 thousand I$)","661","Cocoa, beans","1997","1997","1000 Int. $","5886","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","152","Gross Production Value (constant 2014-2016 thousand I$)","661","Cocoa, beans","1998","1998","1000 Int. $","5886","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","152","Gross Production Value (constant 2014-2016 thousand I$)","661","Cocoa, beans","1999","1999","1000 Int. $","6180","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","152","Gross Production Value (constant 2014-2016 thousand I$)","661","Cocoa, beans","2000","2000","1000 Int. $","6328","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","152","Gross Production Value (constant 2014-2016 thousand I$)","661","Cocoa, beans","2001","2001","1000 Int. $","6357","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","152","Gross Production Value (constant 2014-2016 thousand I$)","661","Cocoa, beans","2002","2002","1000 Int. $","6364","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","152","Gross Production Value (constant 2014-2016 thousand I$)","661","Cocoa, beans","2003","2003","1000 Int. $","6182","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","152","Gross Production Value (constant 2014-2016 thousand I$)","661","Cocoa, beans","2004","2004","1000 Int. $","6280","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","152","Gross Production Value (constant 2014-2016 thousand I$)","661","Cocoa, beans","2005","2005","1000 Int. $","6413","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","152","Gross Production Value (constant 2014-2016 thousand I$)","661","Cocoa, beans","2006","2006","1000 Int. $","6584","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","152","Gross Production Value (constant 2014-2016 thousand I$)","661","Cocoa, beans","2007","2007","1000 Int. $","6915","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","152","Gross Production Value (constant 2014-2016 thousand I$)","661","Cocoa, beans","2008","2008","1000 Int. $","6982","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","152","Gross Production Value (constant 2014-2016 thousand I$)","661","Cocoa, beans","2009","2009","1000 Int. $","6637","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","152","Gross Production Value (constant 2014-2016 thousand I$)","661","Cocoa, beans","2010","2010","1000 Int. $","6548","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","152","Gross Production Value (constant 2014-2016 thousand I$)","661","Cocoa, beans","2011","2011","1000 Int. $","6740","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","152","Gross Production Value (constant 2014-2016 thousand I$)","661","Cocoa, beans","2012","2012","1000 Int. $","7009","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","152","Gross Production Value (constant 2014-2016 thousand I$)","661","Cocoa, beans","2013","2013","1000 Int. $","10779","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","152","Gross Production Value (constant 2014-2016 thousand I$)","661","Cocoa, beans","2014","2014","1000 Int. $","8786","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","152","Gross Production Value (constant 2014-2016 thousand I$)","661","Cocoa, beans","2015","2015","1000 Int. $","8925","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","152","Gross Production Value (constant 2014-2016 thousand I$)","661","Cocoa, beans","2016","2016","1000 Int. $","9040","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","152","Gross Production Value (constant 2014-2016 thousand I$)","661","Cocoa, beans","2017","2017","1000 Int. $","8120","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","152","Gross Production Value (constant 2014-2016 thousand I$)","661","Cocoa, beans","2018","2018","1000 Int. $","8602","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","152","Gross Production Value (constant 2014-2016 thousand I$)","661","Cocoa, beans","2019","2019","1000 Int. $","8586","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","56","Gross Production Value (current thousand SLC)","661","Cocoa, beans","1991","1991","1000 SLC","10664","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","56","Gross Production Value (current thousand SLC)","661","Cocoa, beans","1992","1992","1000 SLC","10458","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","56","Gross Production Value (current thousand SLC)","661","Cocoa, beans","1993","1993","1000 SLC","12198","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","56","Gross Production Value (current thousand SLC)","661","Cocoa, beans","1994","1994","1000 SLC","16841","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","56","Gross Production Value (current thousand SLC)","661","Cocoa, beans","1995","1995","1000 SLC","18911","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","56","Gross Production Value (current thousand SLC)","661","Cocoa, beans","1996","1996","1000 SLC","20300","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","56","Gross Production Value (current thousand SLC)","661","Cocoa, beans","1997","1997","1000 SLC","22140","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","56","Gross Production Value (current thousand SLC)","661","Cocoa, beans","1998","1998","1000 SLC","22648","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","56","Gross Production Value (current thousand SLC)","661","Cocoa, beans","1999","1999","1000 SLC","25015","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","56","Gross Production Value (current thousand SLC)","661","Cocoa, beans","2000","2000","1000 SLC","26439","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","56","Gross Production Value (current thousand SLC)","661","Cocoa, beans","2001","2001","1000 SLC","26990","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","56","Gross Production Value (current thousand SLC)","661","Cocoa, beans","2002","2002","1000 SLC","27084","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","56","Gross Production Value (current thousand SLC)","661","Cocoa, beans","2003","2003","1000 SLC","26627","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","56","Gross Production Value (current thousand SLC)","661","Cocoa, beans","2004","2004","1000 SLC","27714","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","56","Gross Production Value (current thousand SLC)","661","Cocoa, beans","2005","2005","1000 SLC","28842","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","56","Gross Production Value (current thousand SLC)","661","Cocoa, beans","2006","2006","1000 SLC","30896","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","56","Gross Production Value (current thousand SLC)","661","Cocoa, beans","2007","2007","1000 SLC","34281","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","56","Gross Production Value (current thousand SLC)","661","Cocoa, beans","2008","2008","1000 SLC","48836","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","56","Gross Production Value (current thousand SLC)","661","Cocoa, beans","2009","2009","1000 SLC","50575","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","56","Gross Production Value (current thousand SLC)","661","Cocoa, beans","2010","2010","1000 SLC","94004","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","56","Gross Production Value (current thousand SLC)","661","Cocoa, beans","2011","2011","1000 SLC","98313","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","56","Gross Production Value (current thousand SLC)","661","Cocoa, beans","2012","2012","1000 SLC","104156","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","56","Gross Production Value (current thousand SLC)","661","Cocoa, beans","2013","2013","1000 SLC","165900","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","56","Gross Production Value (current thousand SLC)","661","Cocoa, beans","2014","2014","1000 SLC","53393","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","56","Gross Production Value (current thousand SLC)","661","Cocoa, beans","2015","2015","1000 SLC","90041","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","56","Gross Production Value (current thousand SLC)","661","Cocoa, beans","2016","2016","1000 SLC","88095","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","56","Gross Production Value (current thousand SLC)","661","Cocoa, beans","2017","2017","1000 SLC","76798","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","56","Gross Production Value (current thousand SLC)","661","Cocoa, beans","2018","2018","1000 SLC","79031","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","55","Gross Production Value (constant 2014-2016 thousand SLC)","661","Cocoa, beans","1961","1961","1000 SLC","13981","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","55","Gross Production Value (constant 2014-2016 thousand SLC)","661","Cocoa, beans","1962","1962","1000 SLC","13981","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","55","Gross Production Value (constant 2014-2016 thousand SLC)","661","Cocoa, beans","1963","1963","1000 SLC","13981","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","55","Gross Production Value (constant 2014-2016 thousand SLC)","661","Cocoa, beans","1964","1964","1000 SLC","13981","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","55","Gross Production Value (constant 2014-2016 thousand SLC)","661","Cocoa, beans","1965","1965","1000 SLC","13981","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","55","Gross Production Value (constant 2014-2016 thousand SLC)","661","Cocoa, beans","1966","1966","1000 SLC","12710","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","55","Gross Production Value (constant 2014-2016 thousand SLC)","661","Cocoa, beans","1967","1967","1000 SLC","15251","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","55","Gross Production Value (constant 2014-2016 thousand SLC)","661","Cocoa, beans","1968","1968","1000 SLC","16522","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","55","Gross Production Value (constant 2014-2016 thousand SLC)","661","Cocoa, beans","1969","1969","1000 SLC","16522","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","55","Gross Production Value (constant 2014-2016 thousand SLC)","661","Cocoa, beans","1970","1970","1000 SLC","16522","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","55","Gross Production Value (constant 2014-2016 thousand SLC)","661","Cocoa, beans","1971","1971","1000 SLC","22242","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","55","Gross Production Value (constant 2014-2016 thousand SLC)","661","Cocoa, beans","1972","1972","1000 SLC","31583","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","55","Gross Production Value (constant 2014-2016 thousand SLC)","661","Cocoa, beans","1973","1973","1000 SLC","17412","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","55","Gross Production Value (constant 2014-2016 thousand SLC)","661","Cocoa, beans","1974","1974","1000 SLC","29918","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","55","Gross Production Value (constant 2014-2016 thousand SLC)","661","Cocoa, beans","1975","1975","1000 SLC","34761","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","55","Gross Production Value (constant 2014-2016 thousand SLC)","661","Cocoa, beans","1976","1976","1000 SLC","38065","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","55","Gross Production Value (constant 2014-2016 thousand SLC)","661","Cocoa, beans","1977","1977","1000 SLC","39527","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","55","Gross Production Value (constant 2014-2016 thousand SLC)","661","Cocoa, beans","1978","1978","1000 SLC","27516","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","55","Gross Production Value (constant 2014-2016 thousand SLC)","661","Cocoa, beans","1979","1979","1000 SLC","25673","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","55","Gross Production Value (constant 2014-2016 thousand SLC)","661","Cocoa, beans","1980","1980","1000 SLC","28724","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","55","Gross Production Value (constant 2014-2016 thousand SLC)","661","Cocoa, beans","1981","1981","1000 SLC","28406","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","55","Gross Production Value (constant 2014-2016 thousand SLC)","661","Cocoa, beans","1982","1982","1000 SLC","29766","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","55","Gross Production Value (constant 2014-2016 thousand SLC)","661","Cocoa, beans","1983","1983","1000 SLC","28597","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","55","Gross Production Value (constant 2014-2016 thousand SLC)","661","Cocoa, beans","1984","1984","1000 SLC","34913","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","55","Gross Production Value (constant 2014-2016 thousand SLC)","661","Cocoa, beans","1985","1985","1000 SLC","38383","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","55","Gross Production Value (constant 2014-2016 thousand SLC)","661","Cocoa, beans","1986","1986","1000 SLC","44738","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","55","Gross Production Value (constant 2014-2016 thousand SLC)","661","Cocoa, beans","1987","1987","1000 SLC","46263","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","55","Gross Production Value (constant 2014-2016 thousand SLC)","661","Cocoa, beans","1988","1988","1000 SLC","44356","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","55","Gross Production Value (constant 2014-2016 thousand SLC)","661","Cocoa, beans","1989","1989","1000 SLC","45500","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","55","Gross Production Value (constant 2014-2016 thousand SLC)","661","Cocoa, beans","1990","1990","1000 SLC","45640","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","55","Gross Production Value (constant 2014-2016 thousand SLC)","661","Cocoa, beans","1991","1991","1000 SLC","45958","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","55","Gross Production Value (constant 2014-2016 thousand SLC)","661","Cocoa, beans","1992","1992","1000 SLC","45055","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","55","Gross Production Value (constant 2014-2016 thousand SLC)","661","Cocoa, beans","1993","1993","1000 SLC","47153","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","55","Gross Production Value (constant 2014-2016 thousand SLC)","661","Cocoa, beans","1994","1994","1000 SLC","47852","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","55","Gross Production Value (constant 2014-2016 thousand SLC)","661","Cocoa, beans","1995","1995","1000 SLC","48932","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","55","Gross Production Value (constant 2014-2016 thousand SLC)","661","Cocoa, beans","1996","1996","1000 SLC","49059","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","55","Gross Production Value (constant 2014-2016 thousand SLC)","661","Cocoa, beans","1997","1997","1000 SLC","50838","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","55","Gross Production Value (constant 2014-2016 thousand SLC)","661","Cocoa, beans","1998","1998","1000 SLC","50838","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","55","Gross Production Value (constant 2014-2016 thousand SLC)","661","Cocoa, beans","1999","1999","1000 SLC","53380","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","55","Gross Production Value (constant 2014-2016 thousand SLC)","661","Cocoa, beans","2000","2000","1000 SLC","54651","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","55","Gross Production Value (constant 2014-2016 thousand SLC)","661","Cocoa, beans","2001","2001","1000 SLC","54905","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","55","Gross Production Value (constant 2014-2016 thousand SLC)","661","Cocoa, beans","2002","2002","1000 SLC","54969","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","55","Gross Production Value (constant 2014-2016 thousand SLC)","661","Cocoa, beans","2003","2003","1000 SLC","53393","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","55","Gross Production Value (constant 2014-2016 thousand SLC)","661","Cocoa, beans","2004","2004","1000 SLC","54244","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","55","Gross Production Value (constant 2014-2016 thousand SLC)","661","Cocoa, beans","2005","2005","1000 SLC","55388","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","55","Gross Production Value (constant 2014-2016 thousand SLC)","661","Cocoa, beans","2006","2006","1000 SLC","56863","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","55","Gross Production Value (constant 2014-2016 thousand SLC)","661","Cocoa, beans","2007","2007","1000 SLC","59722","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","55","Gross Production Value (constant 2014-2016 thousand SLC)","661","Cocoa, beans","2008","2008","1000 SLC","60307","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","55","Gross Production Value (constant 2014-2016 thousand SLC)","661","Cocoa, beans","2009","2009","1000 SLC","57320","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","55","Gross Production Value (constant 2014-2016 thousand SLC)","661","Cocoa, beans","2010","2010","1000 SLC","56558","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","55","Gross Production Value (constant 2014-2016 thousand SLC)","661","Cocoa, beans","2011","2011","1000 SLC","58210","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","55","Gross Production Value (constant 2014-2016 thousand SLC)","661","Cocoa, beans","2012","2012","1000 SLC","60536","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","55","Gross Production Value (constant 2014-2016 thousand SLC)","661","Cocoa, beans","2013","2013","1000 SLC","93098","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","55","Gross Production Value (constant 2014-2016 thousand SLC)","661","Cocoa, beans","2014","2014","1000 SLC","75889","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","55","Gross Production Value (constant 2014-2016 thousand SLC)","661","Cocoa, beans","2015","2015","1000 SLC","77084","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","55","Gross Production Value (constant 2014-2016 thousand SLC)","661","Cocoa, beans","2016","2016","1000 SLC","78075","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","55","Gross Production Value (constant 2014-2016 thousand SLC)","661","Cocoa, beans","2017","2017","1000 SLC","70131","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","55","Gross Production Value (constant 2014-2016 thousand SLC)","661","Cocoa, beans","2018","2018","1000 SLC","74300","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","55","Gross Production Value (constant 2014-2016 thousand SLC)","661","Cocoa, beans","2019","2019","1000 SLC","74160","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","57","Gross Production Value (current thousand US$)","661","Cocoa, beans","1991","1991","1000 US$","2978","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","57","Gross Production Value (current thousand US$)","661","Cocoa, beans","1992","1992","1000 US$","2681","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","57","Gross Production Value (current thousand US$)","661","Cocoa, beans","1993","1993","1000 US$","2860","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","57","Gross Production Value (current thousand US$)","661","Cocoa, beans","1994","1994","1000 US$","3645","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","57","Gross Production Value (current thousand US$)","661","Cocoa, beans","1995","1995","1000 US$","3940","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","57","Gross Production Value (current thousand US$)","661","Cocoa, beans","1996","1996","1000 US$","4000","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","57","Gross Production Value (current thousand US$)","661","Cocoa, beans","1997","1997","1000 US$","4214","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","57","Gross Production Value (current thousand US$)","661","Cocoa, beans","1998","1998","1000 US$","4110","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","57","Gross Production Value (current thousand US$)","661","Cocoa, beans","1999","1999","1000 US$","4304","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","57","Gross Production Value (current thousand US$)","661","Cocoa, beans","2000","2000","1000 US$","4276","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","57","Gross Production Value (current thousand US$)","661","Cocoa, beans","2001","2001","1000 US$","4085","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","57","Gross Production Value (current thousand US$)","661","Cocoa, beans","2002","2002","1000 US$","3777","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","57","Gross Production Value (current thousand US$)","661","Cocoa, beans","2003","2003","1000 US$","3476","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","57","Gross Production Value (current thousand US$)","661","Cocoa, beans","2004","2004","1000 US$","3492","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","57","Gross Production Value (current thousand US$)","661","Cocoa, beans","2005","2005","1000 US$","3576","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","57","Gross Production Value (current thousand US$)","661","Cocoa, beans","2006","2006","1000 US$","3856","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","57","Gross Production Value (current thousand US$)","661","Cocoa, beans","2007","2007","1000 US$","4366","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","57","Gross Production Value (current thousand US$)","661","Cocoa, beans","2008","2008","1000 US$","6747","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","57","Gross Production Value (current thousand US$)","661","Cocoa, beans","2009","2009","1000 US$","7204","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","57","Gross Production Value (current thousand US$)","661","Cocoa, beans","2010","2010","1000 US$","13397","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","57","Gross Production Value (current thousand US$)","661","Cocoa, beans","2011","2011","1000 US$","14172","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","57","Gross Production Value (current thousand US$)","661","Cocoa, beans","2012","2012","1000 US$","15073","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","57","Gross Production Value (current thousand US$)","661","Cocoa, beans","2013","2013","1000 US$","24009","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","57","Gross Production Value (current thousand US$)","661","Cocoa, beans","2014","2014","1000 US$","7727","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","57","Gross Production Value (current thousand US$)","661","Cocoa, beans","2015","2015","1000 US$","13030","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","57","Gross Production Value (current thousand US$)","661","Cocoa, beans","2016","2016","1000 US$","12749","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","57","Gross Production Value (current thousand US$)","661","Cocoa, beans","2017","2017","1000 US$","11114","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","57","Gross Production Value (current thousand US$)","661","Cocoa, beans","2018","2018","1000 US$","11437","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","58","Gross Production Value (constant 2014-2016 thousand US$)","661","Cocoa, beans","1961","1961","1000 US$","2023","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","58","Gross Production Value (constant 2014-2016 thousand US$)","661","Cocoa, beans","1962","1962","1000 US$","2023","Fc","Calculated data"
